index,Month,Day,Year,Ship Name,Ship Type,Tonnage,Latitiude,Longitude,Assessment,Original Location,Month Index
985,1,26,1944,OKITSU MARU,Converted Seaplane Tender,6666,9.033333333,157.4333333,Sunk,"9-22N, 157-26E",26
986,1,26,1944,SUZUKAZE,Destroyer,1580,8.016666667,157.1666667,Sunk,"8-51N, 157-10E",26
987,9,2,1943,MUTSURE,Frigate,860,8,151.5166667,Sunk,"8-40N, 151-31E",22
988,11,29,1943,KENRYU MARU,Cargo,4575,33.31666667,139.5666667,Sunk,"33-19N, 139-34E",24
989,10,1,1944,SEIAN MARU,Transport,19990,28.18333333,139.5,Sunk,"28-11N, 139-30E",35
990,10,1,1944,AJIRO,Coastal Minelayer,720,38.18333333,139.5,Sunk,"38-11N, 139-30E",35
991,5,5,1943,KINKO MARU,Cargo,1268,38.65,122.6,Sunk,"38-39N, 122-36E",18
992,5,5,1943,DAIFUKU MARU,Cargo,3194,38.65,122.6,Sunk,"38-39N, 122-36E",18
993,5,7,1943,TOSEI MARU,Cargo,4363,36.08333333,123.35,Sunk,"36-05N, 123-21E",18
994,7,4,1943,KOKI MARU,Cargo,5290,28.66666667,124.1666667,Sunk,"28-40N, 124-10E",20
995,7,4,1943,LIVERPOOL MARU,Cargo,5865,28.66666667,124.1666667,Sunk,"28-40N, 124-10E",20
996,9,13,1943,YAMATO MARU,Transport,9656,30.1,123.55,Sunk,"30-06N, 123-33E",22
997,9,22,1943,KATSURAHAMA MARU,Cargo,715,39.18333333,123.3333333,Sunk,"39-11N, 123-20E",22
998,11,29,1943,YAMAFUKU MARU,Transport,4928,18.61666667,123.5,Sunk,"18-37N, 123-30E",24
999,11,29,1943,SHIGANOURA MARU,Cargo,3512,18.63333333,139.5833333,Sunk,"18-38N, 139-35E",24
1000,1,23,1944,MAGANE MARU,Converted Gunboat,3120,29.81666667,140.1166667,Sunk,"29-49N, 140-07E",26
1001,2,8,1944,LIMA MARU,Cargo,6989,32.3,129.3333333,Sunk,"32-18N, 129-20E",27
1002,2,14,1944,NITTOKU MARU,Cargo,3591,33.8,128.8166667,Sunk,"33-48N, 128-49E",27
1003,2,15,1944,HOSHI MARU NO 2,Cargo,875,34.38333333,128.2,Sunk,"34-23N, 128-12E",27
1004,2,23,1944,KOYO MARU,Transport,5471,28.96666667,141.25,Sunk,"28-58N, 141-15E",27
1005,10,23,1944,SHINSEI MARU NO 1,Transport,5863,19.73333333,118.4166667,Sunk,"19-44N, 118-25E",35
1006,10,24,1944,KIKUSUI MARU,Tanker,3887,20.9,118.3166667,Sunk,"20-54N, 118-19E",35
1007,10,24,1944,ARISAN MARU,Cargo,6886,20.51666667,118.5333333,Sunk,"20-31N, 118-32E",35
1008,8,19,1944,TAMATSU MARU,Transport,9589,18.81666667,119.7833333,Sunk,"18-49N, 119-47E",33
1009,8,22,1944,HAKKO MARU NO 2,Tanker,10023,18.8,120.8,Sunk,"18-48N, 120-48E",33
1010,9,8,1944,NICHIMAN MARU,Cargo,1922,24.76666667,123.25,Sunk,"24-46N, 123-15E",34
1011,9,8,1944,NICHIAN MARU,Cargo,6197,24.76666667,123.25,Sunk,"24-46N, 123-15E",34
1012,9,8,1944,SHINTEN MARU,Cargo,1254,24.65,123.5166667,Sunk,"24-39N, 123-31E",34
1013,9,8,1944,SHOKEI MARU,Cargo,2557,24.65,123.5166667,Sunk,"24-39N, 123-31E",34
1014,11,14,1944,GYUKUYO MARU,Cargo,5396,31.06666667,123.9333333,Sunk,"31-04N, 123-56E",36
1015,11,17,1944,JINYO,Escort Aircraft Carrier,21000,33.03333333,123.55,Sunk,"33-02N, 123-33E",36
1016,11,18,1944,SUBMARINE CHASER NO 156,Submarine Chaser,100,33.11666667,123.15,Probably Sunk,"33-07N, 123-09E",36
1017,11,29,1944,DAIBOSHI MARY NO 6,Cargo,3925,37.28333333,125.1833333,Sunk,"37-17N, 125-11E",36
1018,1,28,1945,KUME,Frigate,900,33.93333333,123.1,Sunk,"33-56N, 123-06E",38
1019,1,28,1945,SANUKI MARU,Converted Seaplane Tender,7158,33.93333333,123.1,Sunk,"33-56N, 123-06E",38
1020,2,4,1945,TAIRAI MARU,Transport,4273,37.3,125.3666667,Sunk,"37-18N, 125-22E",39
1021,2,6,1945,SHOHEI MARU,Transport,1092,38.73333333,121.3833333,Sunk,"38-44N, 121-23E",39
1022,3,23,1945,DORYO MARU,Cargo,2274,29.51666667,127.6833333,Sunk,"29-31N, 127-41E",40
1023,4,9,1945,LEE TUNG,Cargo,1853,37.35,125.1333333,Sunk,"37-21N, 125-08E",41
1024,6,10,1945,DAIGEN MARU NO 2,Transport,1999,43.35,140.6666667,Sunk,"43-21N, 140-40E",43
1025,6,10,1945,UNKAI MARU NO 8,Transport,1293,43.38333333,140.5333333,Sunk,"43-23N, 140-32E",43
1026,6,10,1945,JINTSU MARU,Transport,994,43.46666667,140.4666667,Sunk,"43-28N, 140-28E",43
1027,6,14,1945,SEIZAN MARU,Transport,2018,47.05,142.0166667,Sunk,"47-03N, 142-01E",43
1028,6,17,1945,EIJO MARU,Cargo,2274,42.63333333,139.8166667,Sunk,"42-38N, 139-49E",43
1029,4,17,1942,UNKNOWN MARU,Cargo,4000,10.88333333,121.5833333,Sunk,"10-53N, 121-35E",5
1030,4,25,1942,TOBA MARU,Cargo,6995,17.01666667,120.25,Probably Sunk,"17-01N, 120-15E",5
1031,1,30,1944,TAMASHIMA MARU,Transport,3560,21.25,149.3,Sunk,"21-15N, 149-18E",26
1032,5,6,1944,TOYOURA MARU,Cargo,2510,32.26666667,127.1333333,Sunk,"32-16N, 127-08E",30
1033,8,13,1945,I 373,Submarine,1660,29.03333333,123.8833333,Sunk,"29-02N, 123-53E",45
1034,3,17,1945,NANKING MARU,Transport,3005,25.56666667,120.0166667,Sunk,"25-34N, 120-01E",40
1035,3,19,1945,TRANSPORT NO 18,Landing Craft,1500,26.55,127.1833333,Sunk,"26-33N, 127-11E",40
1036,4,28,1945,SUBMARINE CHASER NO 17,Submarine Chaser,440,32.56666667,128.8666667,Sunk,"32-34N, 128-52E",41
1037,5,2,1945,OJIKA,Frigate,1000,33.96666667,122.9666667,Sunk,"33-58N, 122-58E",42
1038,5,3,1945,COAST DEF VESSEL NO 25,Frigate,1000,34.63333333,124.25,Sunk,"34-38N, 124-15E",42
1039,1,10,1944,YAMABIKO MARU,Converted Salvage Vessel,6795,31.46666667,137.7333333,Sunk,"31-28N, 137-44E",26
1040,7,31,1944,DAKAR MARU,Cargo,7169,18.95,120.8333333,Sunk,"18-57N, 120-50E",32
1041,7,31,1944,FUSO MARU,Transport,8195,18.95,120.8333333,Sunk,"18-57N, 120-50E",32
1042,10,25,1944,JINEI MARU,Tanker,10500,30.25,129.75,Sunk,"30-15N, 129-45E",35
1043,3,1,1945,TATEYAMA MARU,Cargo,1148,34.18333333,139.7166667,Sunk,"34-11N, 139-43E",40
1044,5,29,1945,KURETAKE MARU,Cargo,1924,46.6,144.3666667,Sunk,"46-36N, 144-22E",42
1045,5,29,1945,TENRYO MARU,Cargo,2231,46.6,144.3666667,Sunk,"46-36N, 144-22E",42
1046,1,10,1942,HARBIN MARU,Transport,5167,17.66666667,109.3333333,Sunk,"17-40N, 109-20E",2
1047,6,28,1942,SAIKYO MARU,Converted Gunboat,1292,12.68333333,136.3666667,Sunk,"12-41N, 136-22E",7
1048,5,2,1943,TAMON MARU,Cargo,8156,27.3,121.6333333,Sunk,"27-18N, 121-38E",18
1049,3,30,1944,IKUSHIMA MARU,Cargo,3943,20.7,143,Sunk,"20-42N, 143-00E",28
1050,3,30,1942,CHOKO MARU,Cargo,842,-5.15,119,Sunk,"5-39S, 119-00E",4
1051,4,3,1942,UNKNOWN,Frigate,750,0.6,119.3166667,Probably Sunk,"00-36N, 119-19E",5
1052,7,1,1942,MONTEVIDEO MARU,Transport,7267,18.61666667,119.4833333,Sunk,"18-37N, 119-29E",8
1053,10,1,1942,KATSURAGI MARU,Aircraft Ferry,8033,-5.083333333,153.3,Sunk,"5-15S, 153-18E",11
1054,1,11,1944,ERIE MARU,Cargo,5493,32.93333333,132.0333333,Sunk,"32-56N, 132-02E",26
1055,1,24,1944,CHOSEN MARU,Cargo,3110,32.41666667,133,Sunk,"32-25N, 133-00E",26
1056,5,11,1944,SEIRYU MARU,Cargo,1904,29.5,141.6666667,Sunk,"29-30N, 141-40E",30
1057,6,29,1944,TOYAMA MARU,Transport,7089,27.68333333,129.15,Sunk,"27-41N, 129-09E",31
1058,7,3,1944,TAIRIN MARU,Cargo,6862,38.86666667,129.9333333,Sunk,"38-52N, 129-56E",32
1059,3,13,1943,KOSEI MARU,Cargo,3262,29.06666667,129.2833333,Sunk,"29-04N, 129-17E",16
1060,8,13,1943,EDO MARU,Converted Gunboat,1299,23.4,142.4333333,Sunk,"23-24N, 142-26E",21
1061,9,4,1943,KOZAN MARU,Transport,4,22.36666667,120.0666667,Sunk,"22-22N, 120-04E",22
1062,2,23,1944,SHINYUBARI MARU,Cargo,55354,15.28333333,145.05,Sunk,"15-17N, 145-03E",27
1063,2,23,1944,KUNISHIMA MARU,Cargo,4083,15.38333333,145.0333333,Sunk,"15-23N, 145-02E",27
1064,7,5,1944,SHINMEI MARU,Transport,2577,51.58333333,156.5,Sunk,"51-35N, 156-30E",32
1065,7,9,1944,TAIHEI MARU,Cargo,6284,51.28333333,155.5666667,Sunk,"51-17N, 155-34E",32
1066,9,10,1944,CHIHAYA MARU,Tanker,4701,33.86666667,127.6833333,Sunk,"33-52N, 127-41E",34
1067,9,13,1944,ETASHIMA MARU,Cargo,6435,35.06666667,124.8166667,Sunk,"35-04N, 124-49E",34
1068,11,17,1944,EDOGAWA MARU,Cargo,6968,33.51666667,124.5333333,Sunk,"33-31N, 124-32E",36
1069,11,18,1944,SEISH OMARU,Transport,5463,33.6,124.3,Sunk,"33-36N, 124-18E",36
1070,11,30,1944,DAIREN MARU,Transport,3748,38.1,124.65,Sunk,"38-06N, 124-39E",36
1071,4,16,1945,MANRYU MARU,Cargo,1620,39.6,142.0833333,Sunk,"39-36N, 142-05E",41
1072,4,16,1945,COAST DEF VESSEL NO 73,Frigate,800,39.6,142.0833333,Sunk,"39-36N, 142-05E",41
1073,4,19,1945,KAIHO MARU,Cargo,1093,42.36666667,142.2666667,Sunk,"42-22N, 142-16E",41
1074,4,19,1945,TAISEI MARU,Cargo,1948,42.38333333,142.2166667,Sunk,"42-23N, 142-13E",41
1075,12,16,1941,ATSUTASAN MARU,Cargo,8662,18.1,109.7333333,Sunk,"18-06N, 109-44E",1
1076,1,24,1942,MYOKEN MARU,Cargo,4124,1.033333333,125.0833333,Sunk,"1-22N, 125-05E",2
1077,5,29,1942,UNKNOWN MARU,Cargo,1900,7.05,116.3,Sunk,"7-33N, 116-18E",6
1078,6,12,1942,BURMA MARU,Cargo,4584,10.13333333,102.5666667,Sunk,"10-08N, 102-34E",7
1079,1,19,1943,MYOHO MARU,Cargo,44122,-5,156,Sunk,"5-30S, 156-00E",14
1080,8,22,1943,NISHIYAMA MARU,Cargo,3016,2,137.1666667,Sunk,"2-40N, 137-10E",21
1081,9,5,1943,TENKAI MARU,Cargo,3203,1,142.1666667,Sunk,"1-10N, 142-10E",22
1082,1,14,1944,YAMAKUNI MARU,Transport,6921,33.26666667,139.5,Sunk,"33-16N, 139-30E",26
1083,1,16,1944,DELHI MARU,Converted Gunboat,2182,34.06666667,139.9333333,Sunk,"34-04N, 139-56E",26
1084,1,27,1944,KASAGI MARU,Converted Salvage Vessel,3140,33.51666667,139.6,Sunk,"33-31N, 139-36E",26
1085,6,9,1944,MATSUKAZE,Destroyer,1270,26.98333333,143.2166667,Sunk,"26-59N, 143-13E",31
1086,6,15,1944,KANSEISHI MARU,Cargo,4804,29.5,141.1833333,Sunk,"29-30N, 141-11E",31
1087,8,7,1942,SHOFUKU,Converted Net Tender,891,9.033333333,170.2,Sunk,"9-22N, 170-12E",9
1088,8,21,1942,SHINSEI MARU NO 6,Transport,4928,6.083333333,158.1666667,Sunk,"6-45N, 158-10E",9
1089,11,3,1942,CHIKUGO MARU,Cargo,2461,20.3,108.65,Sunk,"20-18N, 108-39E",12
1090,5,29,1943,EISHO MARU,Cargo,2486,17,110.75,Sunk,"1735N, 110-45E",18
1091,1,29,1944,SHUNTAI MARU,Cargo,2253,27.36666667,128.4833333,Sunk,"27-22N, 128-29E",26
1092,2,3,1944,ARIAKE MARU,Cargo,5000,29.18333333,124.75,Sunk,"29-11N, 124-45E",27
1093,2,3,1944,GOYO MARU,Tanker,8496,29.18333333,124.75,Sunk,"29-11N, 124-45E",27
1094,2,12,1944,RONSAN MARU,Transport,2735,27.71666667,128.5833333,Sunk,"27-43N, 128-35E",27
1095,5,26,1944,CHIYO MARU,Cargo,657,20.5,141.75,Sunk,"20-30N, 141-45E",30
1096,8,13,1944,TOEI MARU,Cargo,2324,48.93333333,149.05,Sunk,"48-56N, 149-03E",33
1097,6,2,1945,EIKA MARU,Transport,1248,20.5,107.95,Sunk,"20-30N, 107-57E",43
1098,2,17,1944,GYOTEN MARU,Cargo,6854,8.066666667,149.4666667,Sunk,"8-04N, 149-28E",27
1099,2,22,1944,FUKUYAMA MARU,Transport,3581,14.78333333,144.8333333,Sunk,"14-47N, 144-50E",27
1100,2,23,1944,YAMASHIMO MARU,Cargo,6776,14.75,144.5333333,Sunk,"14-45N, 144-32E",27
1101,2,24,1944,ECHIZEN MARU,Cargo,2424,15.26666667,143.2,Sunk,"15-16N, 143-12E",27
1102,2,25,1944,CHOKO MARU,Cargo,1794,15.83333333,144.35,Sunk,"15-50N, 144-021E",27
1103,6,24,1944,TAMAHOKO MARU,Transport,6780,32.5,129.5833333,Sunk,"32-30N, 129-35E",31
1104,6,24,1944,TAINAN MARU,Cargo,3175,32.5,129.5833333,Sunk,"32-30N, 129-35E",31
1105,6,24,1944,NASUSAN MARU,Transport,4399,32.5,129.5833333,Sunk,"32-30N, 129-35E",31
1106,6,24,1944,KENNICHI MARU,Cargo,1938,32.5,129.5833333,Sunk,"32-30N, 129-35E",31
1107,6,30,1944,NIKKIN MARU,Cargo,5705,35.05,125.1333333,Sunk,"35-03N, 125-08E",31
1108,7,1,1944,TAIUN MARU NO 2,Cargo,998,34.55,125.2,Sunk,"34-33N,, 125-12E",32
1109,7,1,1944,TAKATORI MARU NO 1,Tanker,878,34.45,123.7666667,Sunk,"34-27N, 123-46E",32
1110,7,4,1944,ASUKAZAN MARU,Cargo,7886,35.36666667,125.9333333,Sunk,"35-22N, 125-56E",32
1111,7,4,1944,YAMAOKA MARU,Cargo,6932,36.08333333,125.8,Sunk,"36-05N, 125-48E",32
1112,7,6,1944,DORI MARU,Cargo,1469,38.66666667,123.6666667,Sunk,"38-40N, 123-40E",32
1113,8,11,1944,ROKO MARU,Cargo,3328,34.2,136.3166667,Sunk,"34-12N, 136-19E",33
1114,8,23,1944,TSUKUKSHI MARU,Transport,8135,34.61666667,137.8333333,Sunk,"34-37N, 137-50E",33
1115,10,10,1944,JOSHU GO,Cargo,1658,25.33333333,122.5333333,Sunk,"25-20N, 122-32E",35
1116,10,11,1944,OITA MARU,Cargo,711,25.66666667,121.5,Sunk,"25-40N, 121-30E",35
1117,10,23,1944,TOUN MARU,Cargo,1915,24.95,120.4166667,Sunk,"24-57N, 120-25E",35
1118,10,23,1944,WAKATAKE MARU,Cargo,1920,24.95,120.4166667,Sunk,"24-57N, 120-25E",35
1119,10,23,1944,TATSUJU MARU,Cargo,1944,24.95,120.4166667,Sunk,"24-57N, 120-25E",35
1120,10,25,1944,KOGEN MARU,Cargo,6600,25.1,119.5166667,Sunk,"25-06N, 119-31E",35
1121,10,25,1944,MATSUMOTO MARU,Cargo,7024,25.1,119.5166667,Sunk,"25-06N, 119-31E",35
1122,2,1,1943,FUSHIMI MARU,Transport,10935,34.26666667,138.2833333,Sunk,"34-16N, 138-17E",15
1123,2,8,1943,TATSUTA MARU,Transport,16975,33.75,140.4166667,Sunk,"33-45N, 140-25E",15
1124,4,26,1942,RO 30,Submarine,965,18.18333333,-165.1,Sunk,"18-11N, 166-54W",5
1125,5,17,1942,I 28,Submarine,2212,6,152,Sunk,"6-30N, 152-00E",6
1126,5,25,1942,SHOKA MARU,Cargo,4467,4.116666667,143.5333333,Sunk,"4-07N, 143-32E",6
1127,8,6,1942,OHIO MARU,Transport,5872,13.85,113.25,Sunk,"13-51N, 113-15E",9
1128,10,27,1942,UNKNOWN MARU,Transport,4000,10.33333333,108.7166667,Sunk,"10-20N, 108-43E",11
1129,12,25,1942,BANSHU MARU NO 2,Cargo,1000,-9,124,Sunk,"9-00S, 124-00E",13
1130,1,22,1943,HASSHU MARU,Transport,1873,-5,120.5833333,Sunk,"5-40S, 120-35E",14
1131,4,9,1943,ISONAMI,Destroyer,1950,-5.1,123.0666667,Sunk,"5-26S,  123-04E",17
1132,4,9,1943,PENANG MARU,Cargo,5214,-5.15,123.0333333,Sunk,"5-29S, 123-02E",17
1133,6,6,1943,SHINEI MARU,Cargo,973,7,123.6166667,Sunk,"7-00N, 123-37E",19
1134,6,20,1943,MEITEN MARU,Cargo,4474,15.95,140.9166667,Sunk,"15-57N, 140-55E",19
1135,11,4,1943,SUBMARINE CHASER NO 30,Submarine Chaser,100,7.066666667,134,Sunk,"7-34N, 134-00E",24
1136,1,3,1944,SAISHU MARU,Cargo,2082,33.73333333,136.0333333,Sunk,"33-44N, 136-02E",26
1137,1,4,1944,USA MARU,Cargo,3943,34.15,136.8333333,Sunk,"34-09N, 136-50E",26
1138,3,13,1944,RYUA MARU,Cargo,1925,47.68333333,152.6833333,Sunk,"47-41N, 152-41E",28
1139,3,13,1944,SHOJIN MARU,Cargo,1942,47.68333333,152.6833333,Sunk,"47-41N, 152-41E",28
1140,3,16,1944,SHIRAKUMO,Destroyer,1950,42.41666667,144.9166667,Sunk,"42-25N, 144-55E",28
1141,3,16,1944,NICHIREN MARU,Transport,5460,42.41666667,144.9166667,Sunk,"42-25N, 144-55E",28
1142,5,2,1944,RYOYO MARU,Transport,5973,48.06666667,153.2666667,Sunk,"48-04N, 153-16E",30
1143,5,3,1944,FUSHIMI MARU,Transport,4935,45.46666667,149.9333333,Sunk,"45-28N, 149-56E",30
1144,5,8,1944,MIYAZAKI MARU,Transport,3944,41.81666667,141.2,Sunk,"41-49N, 141-12E",30
1145,5,12,1944,BANEI MARU NO 2,Cargo,1186,40.01666667,141.9666667,Sunk,"40-01N, 141-58E",30
1146,7,8,1944,MATSU MARU,Cargo,887,40.93333333,141.45,Sunk,"40-56N, 141-27E",32
1147,8,2,1944,KONEI MARU,Cargo,1922,33.95,136.3333333,Sunk,"33-57N, 136-20E",33
1148,1,17,1945,TRANSPORT NO 15,Landing Craft,1500,31.15,130.4833333,Sunk,"31-09N, 130-29E",38
1149,1,20,1945,SHURI MARU,Motor Torpedo Boat Tender,1857,33.61666667,128.6666667,Sunk,"33-37N, 128-40E",38
1150,6,2,1945,MIKAMISAN MARU,Cargo,861,41.36666667,141.4666667,Sunk,"41-22N, 141-28E",43
1151,6,4,1945,RYUJIN MARU,Cargo,517,40.9,141.4833333,Sunk,"40-54N, 141-29E",43
1152,6,9,1945,KAMISHIKA MARU,Cargo,2857,41.86666667,141.1333333,Sunk,"41-52N, 141-08E",43
1153,6,10,1945,SHOEI MARU NO 6,Tanker,834,41.33333333,141.4833333,Sunk,"41-20N, 141-29E",43
1154,1,30,1945,ISSEI MARU,Transport,1864,33.5,135.5166667,Sunk,"33-30N, 135-31E",38
1155,3,28,1945,MIKURA,Frigate,900,31.81666667,131.7333333,Sunk,"31-49N, 131-44E",40
1156,7,20,1945,MINESWEEPER NO 39,Minesweeper,630,35.01666667,125.7,Sunk,"35-01N, 125-42E",44
1157,4,10,1942,SADO MARU,Cargo,3039,34.86666667,139.25,Sunk,"34-52N, 139-15E",5
1158,7,9,1942,SHINISHO MARU,Motor Torpedo Boat Tender,4836,8.05,167.55,Sunk,"8-43N, 167-33E",8
1159,10,31,1942,UNKNOWN MARU,Cargo,3000,-4,118.9,Probably Sunk,"4-40S, 118-54E",11
1160,12,29,1942,HACHIAN MARU,Cargo,2733,-4.083333333,113.9,Sunk,"4-45S, 113-54E",13
1161,2,21,1943,KUWAYAMA MARU,Cargo,5724,-7.05,119.2166667,Sunk,"7-53S, 119-13E",15
1162,3,2,1943,TOEN MARU,Tanker,5232,-3.15,117.2833333,Sunk,"3-29S, 117-17E",16
1163,7,1,1943,YONEYAMA MARU,Transport,5274,0.333333333,119.5333333,Sunk,"00-20N, 119-32E",20
1164,11,13,1943,MUKO MARU,Transport,4862,8.116666667,152.6,Sunk,"8-57N, 152-36E",24
1165,1,15,1944,TATSUNO MARU,Cargo,6960,19.75,120.6666667,Sunk,"19-45N, 120-40E",26
1166,1,15,1944,TOHO MARU,Cargo,4092,19.75,120.6666667,Sunk,"19-45N, 120-40E",26
1167,1,27,1944,KIKUZUKI MARU,Cargo,1266,22.18333333,119.2,Sunk,"22-11N, 119-12E",26
1168,1,27,1944,KOSEI MARU,Cargo,2205,22.18333333,119.2,Sunk,"22-11N, 119-12E",26
1169,7,17,1944,SAINEI MARU,Cargo,4916,19.06666667,119.4333333,Sunk,"19-04N, 119-26E",32
1170,7,17,1944,SHOZAN MARU,Cargo,2838,19.06666667,119.4333333,Sunk,"19-04N, 119-26E",32
1171,9,18,1944,GYOKU MARU,Cargo,6854,35.08333333,124.4,Sunk,"35-05N, 124-24E",34
1172,9,25,1944,NISSEI MARU,Cargo,1468,37.53333333,124.55,Sunk,"37-32N, 124-33E",34
1173,9,26,1944,KOETSU MARU,Cargo,873,37.21666667,123.8,Sunk,"37-13N, 123-48E",34
1174,12,22,1944,CHIDORI,Motor Torpedo Boat,527,34.55,138.0333333,Sunk,"34-33N, 138-02E",37
1175,3,5,1945,MINESWEEPER NO 15,Minesweeper,492,29.5,129.55,Sunk,"29-30N, 129-33E",40
1176,11,22,1943,KISO MARU,Cargo,4071,7.15,134.5666667,Sunk,"7-09N, 134-34E",24
1177,11,22,1943,YAMATO MARU,Cargo,4379,7.15,134.5666667,Sunk,"7-09N, 134-34E",24
1178,11,26,1943,SHINI MARU,Cargo,3811,6.1,134.6333333,Sunk,"6-56N, 134-38E",24
1179,12,3,1943,AZUMA MARU,Transport,6646,6.15,131.4666667,Sunk,"6-29N, 131-28E",25
1180,1,22,1944,KOSHIN MARU,Transport,5485,7.033333333,115.0833333,Sunk,"7-22N, 115-05E",26
1181,1,22,1944,SEINAN MARU,Cargo,5401,7.033333333,115.0833333,Sunk,"7-22N, 115-05E",26
1182,2,15,1944,ODATSUKI MARU,Cargo,1988,10.05,126.9,Sunk,"10-03N, 126-54E",27
1183,2,16,1944,CHOJO MARU,Transport,2610,9.083333333,127.0833333,Sunk,"9-15N, 127-05E",27
1184,5,4,1944,TAIBU MARU,Cargo,6440,20.9,118.2333333,Sunk,"20-54N, 118-14E",30
1185,5,4,1944,TOYOHI MARU,Cargo,6436,20.85,118.0333333,Sunk,"20-51N, 118-02E",30
1186,7,3,1944,KONSAN MARU,Transport,2733,32.4,128.7666667,Sunk,"32-24N, 128-46E",32
1187,7,3,1944,KAMO MARU,Transport,7954,32.4,128.7666667,Sunk,"32-24N, 128-46E",32
1188,6,9,1945,WAKATAMA MARU,Cargo,2211,37.53333333,129.1666667,Sunk,"37-32N, 129-10E",43
1189,6,12,1945,KEITO MARU,Cargo,880,37.61666667,129.1666667,Sunk,"37-37N, 129-10E",43
1190,6,20,1945,KAISEI MARU,Cargo,884,35.65,130.4833333,Sunk,"35-39N, 130-29E",43
1191,6,20,1945,TAITO MARU,Cargo,2726,36.06666667,130.4333333,Sunk,"36-04N, 130-26E",43
1192,3,25,1945,FUJI MARU,Tanker,703,31.13333333,130.5,Sunk,"31-080N, 130-30E",40
1193,3,28,1945,NASE MARU,Cargo,1218,32.25,129.9166667,Sunk,"32-15N, 129-55E",40
1194,4,9,1945,NIKKO MARU,Transport,5057,36.83333333,123.9166667,Sunk,"36-50N, 123-55E",41
1195,4,14,1945,JUZAN MARU,Transport,3943,33.41666667,126.25,Sunk,"33-25N, 126-15E",41
1196,4,14,1945,COAST DEF VESSEL NO 31,Frigate,800,33.41666667,126.25,Sunk,"33-25N, 126-15E",41
1197,4,14,1945,NOMI,Frigate,900,33.41666667,126.25,Sunk,"33-25N, 126-15E",41
1198,6,11,1945,HAKUJU MARU,Cargo,2220,32.61666667,129.75,Sunk,"32-37N, 129-45E",43
1199,7,8,1945,SAITSU MARU,Transport,1045,38.8,121.4666667,Sunk,"38-48N, 121-28E",44
1200,8,13,1945,KAIHO MARU,Cargo,873,36.26666667,136.1333333,Sunk,"36-16N, 136-08E",45
1201,8,14,1945,COAST DEF VESSEL NO 13,Frigate,800,35.4,134.5833333,Sunk,"35-24N, 134-35E",45
1202,8,14,1945,COAST DEF VESSEL NO 47,Frigate,800,35.7,134.6,Sunk,"35-42N, 134-36E",45
1203,10,1,1944,TAKUNAN MARU,Cargo,751,30.53333333,138.2833333,Sunk,"30-32N, 138-17E",35
1204,10,11,1944,TRANSPORT NO 105,Landing Craft,1000,33.3,137.7,Sunk,"33-18N, 137-42E",35
1205,12,6,1944,BANSHU MARU NO 31,Cargo,748,18.9,120.8166667,Sunk,"18-54N, 120-49E",37
1206,12,6,1944,JINYO MARU,Cargo,6862,18.9,120.8166667,Sunk,"18-54N, 120-49E",37
1207,12,6,1944,FUKUYO MARU,Cargo,5463,18.98333333,121.0833333,Sunk,"18-59N, 121-05E",37
1208,2,24,1945,UKUKI MARU,Cargo,875,33.96666667,136.3,Sunk,"33-58N, 136-18E",39
1209,3,3,1945,NISSHO MARU NO 2,Converted Gunboat,1386,34.08333333,139.9,Sunk,"34-05N, 139-54E",40
1210,4,28,1945,TRANSPORT NO 146,Landing Craft,1000,32.4,128.6666667,Sunk,"32-24N, 128-40E",41
1211,4,30,1945,MIHO MARU,Cargo,4667,34.33333333,123.9666667,Sunk,"34-20N, 123-58E",41
1212,5,4,1945,MINESWEEPER NO 20,Minesweeper,492,34.26666667,123.6166667,Sunk,"34-16N, 123-37E",42
1213,7,7,1945,KOUN MARU NO 2,Transport,606,41.35,141.4666667,Sunk,"41-21N, 141-28E",44
1214,10,17,1942,HOLLAND MARU,Cargo,5869,32.35,132.0666667,Sunk,"32-21N, 132-04E",11
1215,12,22,1942,TEIFUKU MARU,Cargo,5198,34.86666667,139.8166667,Sunk,"34-52N, 139-49E",13
1216,1,10,1943,OKIKAZE,Destroyer,1300,35.03333333,140.2,Sunk,"35-02N, 140-12E",14
1217,3,15,1943,MOMOHA MARU,Cargo,3103,0,145,Sunk,"00-00N, 145-00E",16
1218,6,1,1943,NOBORIKAWA MARU,Cargo,2182,35.03333333,140.2333333,Sunk,"35-02N, 140-14E",19
1219,9,18,1943,YOWA MARU,Cargo,6435,27.51666667,126.95,Sunk,"27-31N, 126-57E",22
1220,9,21,1943,SHIRIYA,Tanker,6500,26.45,122.6666667,Sunk,"26-27N, 122-40E",22
1221,9,21,1943,SHOYO MARU,Tanker,7498,26.45,122.6666667,Sunk,"26-27N, 122-40E",22
1222,9,21,1943,ARGUN MARU,Cargo,6662,26.45,122.6666667,Sunk,"26-27N, 122-40E",22
1223,11,2,1943,YAWATA MARU,Cargo,1852,28.81666667,134.8333333,Sunk,"28-49N, 134-50E",24
1224,11,2,1943,DELAGOA MARU,Transport,7148,28.91666667,134.7166667,Sunk,"28-55N, 134-43E",24
1225,11,13,1943,NICHISAN MARU,Transport,4433,32.95,125.1,Sunk,"32-57N, 125-06E",24
1226,11,21,1943,EIZAN MARU,Cargo,1681,36.66666667,125.5166667,Sunk,"36-40N, 125-31E",24
